time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),surface_pressure (hPa),rain (mm),cloudcover (%),windspeed_10m (km/h),winddirection_10m (°),soil_temperature_0_to_7cm (°C)
2021-06-22T18:00,22.2,76,17.8,918.1,0,59,8.6,272,23.7
2021-06-22T19:00,22.1,77,17.9,917.9,0,54,8.7,277,23.5
2021-06-22T20:00,21.8,80,18.2,917.1,0,71,9,275,23.3
2021-06-22T21:00,21.5,82,18.3,916.5,0,57,9,270,23.1
2021-06-22T22:00,21.1,85,18.4,915.9,0,61,10.1,276,22.9
2021-06-22T23:00,20.9,86,18.5,916,0,47,9.4,272,22.7
2021-06-23T00:00,20.4,89,18.5,916.7,0,44,9.4,272,22.4
2021-06-23T01:00,20.3,90,18.6,917.3,0,48,9,272,22.3
2021-06-23T02:00,21.3,85,18.6,917.8,0,69,13.3,283,23
2021-06-23T03:00,22.9,76,18.5,917.9,0,46,12.7,285,24.3
2021-06-23T04:00,24.5,69,18.4,918.2,0,38,11.7,288,25.8
2021-06-23T05:00,26,62,18.1,918.2,0,31,11.5,290,27.3
2021-06-23T06:00,27.2,55,17.5,918.2,0,41,11.9,295,28.6
2021-06-23T07:00,28.2,51,17,917.9,0,41,11.8,293,30
2021-06-23T08:00,28.7,48,16.7,917.6,0,56,11.6,292,30.7
2021-06-23T09:00,28.7,48,16.5,917,0,44,12.5,288,30.8
2021-06-23T10:00,28.7,47,16.4,916.1,0,41,11.8,290,30.5
2021-06-23T11:00,28.1,48,16,915.5,0,43,11.8,293,29.8
2021-06-23T12:00,27.6,49,15.8,915.9,0,32,11.4,294,28.9
2021-06-23T13:00,26.8,51,15.9,916.5,0,29,5.7,288,27.8
2021-06-23T14:00,25.5,56,16.1,917.1,0,32,5.8,277,26.7
2021-06-23T15:00,24.8,59,16.3,917.4,0,58,7.2,273,25.9
2021-06-23T16:00,24.3,62,16.7,917.9,0,64,9.7,272,25.4
2021-06-23T17:00,23.5,69,17.4,918.2,0,72,10.4,272,25
2021-06-23T18:00,22.9,75,18.1,918.2,0,68,10.8,270,24.6
2021-06-23T19:00,22.5,77,18.3,918.1,0,65,11.2,268,24.3
2021-06-23T20:00,21.9,82,18.7,917.5,0,57,11.2,270,23.9
2021-06-23T21:00,21.5,84,18.8,916.8,0,72,11.5,268,23.6
2021-06-23T22:00,21,87,18.8,916.7,0,100,11.9,275,23.3
2021-06-23T23:00,20.7,89,18.8,916.8,0,100,12.2,272,23.1
2021-06-24T00:00,20.4,90,18.7,917.1,0,100,12.6,270,22.8
2021-06-24T01:00,20.4,90,18.7,917.8,0,100,12.2,270,22.7
2021-06-24T02:00,21.3,85,18.6,918.5,0,100,13.3,272,23.2
2021-06-24T03:00,22.3,78,18.2,918.6,0,95,17.1,277,24
2021-06-24T04:00,24.2,67,17.7,918.9,0,71,18.5,283,25.5
2021-06-24T05:00,25.4,61,17.3,919.1,0,70,18.4,282,26.8
2021-06-24T06:00,26.7,56,17.2,918.8,0,73,18.6,280,28.1
2021-06-24T07:00,27.2,53,16.8,918.3,0,64,18.6,279,29.1
2021-06-24T08:00,27.4,52,16.6,917.8,0,67,18.3,280,29.4
2021-06-24T09:00,27.9,50,16.5,917.4,0,64,18,282,30
2021-06-24T10:00,27.8,50,16.3,916.6,0,33,18.7,281,29.7
2021-06-24T11:00,27.8,49,16.1,916.1,0,32,17.8,278,29.5
2021-06-24T12:00,26.8,51,15.9,916.7,0,61,17.3,275,28.6
2021-06-24T13:00,25.8,55,16,917.2,0,48,13.3,273,27.4
2021-06-24T14:00,25,58,16.1,917.7,0,44,12.6,272,26.4
2021-06-24T15:00,24.2,61,16.2,918.1,0,39,12.3,267,25.6
2021-06-24T16:00,23.4,65,16.5,918.7,0,41,12.7,262,25
2021-06-24T17:00,22.7,69,16.7,919.2,0,45,13,265,24.5
2021-06-24T18:00,22.2,72,17,919,0,34,12.6,268,24.1
2021-06-24T19:00,21.6,76,17.3,918.6,0,32,12.6,270,23.7
2021-06-24T20:00,21.1,79,17.4,917.6,0,33,12.6,273,23.3
2021-06-24T21:00,20.6,82,17.4,916.8,0,44,12.6,275,23
2021-06-24T22:00,20.2,84,17.4,916.4,0,40,13,276,22.7
2021-06-24T23:00,19.9,86,17.4,916.2,0,44,12.7,278,22.4
2021-06-25T00:00,19.7,87,17.4,916.9,0,63,11,281,22.2
2021-06-25T01:00,19.8,87,17.6,917.1,0,45,11.3,279,22.2
2021-06-25T02:00,20.9,81,17.6,918,0,54,17.2,281,22.9
2021-06-25T03:00,22.6,71,17.2,918.2,0,72,20,284,24.1
2021-06-25T04:00,24.3,63,16.7,918.2,0,88,20.8,284,25.5
2021-06-25T05:00,25.8,55,16.2,918.4,0,73,21.7,282,26.8
2021-06-25T06:00,26.9,50,15.7,918.2,0,78,22.1,282,27.9
2021-06-25T07:00,28,44,14.7,917.6,0,100,22.5,282,29
2021-06-25T08:00,28.6,42,14.3,916.9,0,89,21.7,282,29.7
2021-06-25T09:00,29,41,14.3,916.4,0,49,21.3,282,30.3
2021-06-25T10:00,28.7,41,14.3,915.9,0,47,18.8,287,30.2
2021-06-25T11:00,28.4,42,14.3,915.2,0,33,18.2,284,29.8
2021-06-25T12:00,27.6,44,14.3,915.5,0,36,16.2,283,28.9
2021-06-25T13:00,26.4,48,14.7,915.7,0,32,11.6,277,27.7
2021-06-25T14:00,25.1,54,15.1,916.1,0,37,11.2,274,26.5
2021-06-25T15:00,24.1,59,15.7,916.1,0,37,13.4,275,25.6
2021-06-25T16:00,23.3,65,16.3,916.4,0,35,13.7,273,24.9
2021-06-25T17:00,22.5,71,16.9,917,0,24,13,268,24.4
2021-06-25T18:00,21.8,75,17.3,916.8,0,24,13,264,23.9
2021-06-25T19:00,21.3,79,17.5,916.8,0,28,12.4,262,23.5
2021-06-25T20:00,20.7,83,17.7,916.3,0,34,11.6,263,23.1
2021-06-25T21:00,20.3,86,17.9,915.7,0,43,11.6,263,22.8
2021-06-25T22:00,19.9,89,18,915.2,0,87,13,267,22.5
2021-06-25T23:00,19.7,90,18.1,915.1,0,92,13,275,22.2
2021-06-26T00:00,19.6,91,18.1,915.8,0,100,13,267,22.1
2021-06-26T01:00,19.6,92,18.2,916.1,0,100,13.4,265,22
2021-06-26T02:00,20.8,83,17.9,916.7,0,100,19.6,276,22.7
2021-06-26T03:00,22.2,75,17.5,916.8,0,100,20.5,280,23.5
2021-06-26T04:00,23.4,68,17.1,916.8,0,100,20.9,281,24.5
2021-06-26T05:00,24.5,62,16.8,917.1,0,100,20.6,282,25.4
2021-06-26T06:00,25.5,58,16.6,917.1,0,100,22.1,282,26.1
2021-06-26T07:00,25.9,58,16.9,916.6,0,90,22.2,283,26.9
2021-06-26T08:00,26.6,56,17.1,916.2,0.1,83,21.1,284,27.7
2021-06-26T09:00,27.3,55,17.4,915.7,0,82,19.4,285,28.5
2021-06-26T10:00,27,57,17.7,914.6,0.2,100,13.4,294,28.5
2021-06-26T11:00,25,67,18.4,914.4,0.5,81,14.2,277,27.4
2021-06-26T12:00,24.4,69,18.3,915.6,0,92,12.6,270,26.6
2021-06-26T13:00,23.7,71,18.2,915.7,0.3,100,11.9,268,25.7
2021-06-26T14:00,22.3,80,18.7,916.1,0.5,100,11.5,266,24.7
2021-06-26T15:00,21.6,85,19,916.3,0.2,77,11.6,263,24
2021-06-26T16:00,21.3,87,19.1,917,0,74,12,261,23.5
2021-06-26T17:00,21,89,19.1,917.3,0,79,12.7,263,23.1
2021-06-26T18:00,20.8,90,19.1,917.3,0.2,64,13,267,22.9
2021-06-26T19:00,20.3,93,19.2,916.8,0.2,85,13.3,270,22.6
2021-06-26T20:00,19.9,95,19.2,916.4,0.3,79,14,271,22.4
2021-06-26T21:00,19.7,96,19,915.7,0.3,100,14.1,274,22.2
2021-06-26T22:00,19.7,96,19,915.3,0.3,100,14.7,281,22
2021-06-26T23:00,19.7,96,19,915.7,0.3,75,14.5,284,21.9
2021-06-27T00:00,19.7,96,19,916.3,0.3,65,14.2,286,21.9
2021-06-27T01:00,19.7,95,18.9,916.8,0.5,65,14.6,290,21.8
2021-06-27T02:00,19.8,95,19,917.4,0.7,85,16.6,294,21.8
2021-06-27T03:00,20.4,95,19.6,917.8,0.7,100,19.5,298,22.2
2021-06-27T04:00,20.9,92,19.5,918,0.6,98,20.6,299,22.5
2021-06-27T05:00,21.6,83,18.7,918.1,0.5,100,21.5,301,22.8
2021-06-27T06:00,22.5,78,18.5,918.5,0.5,100,22,305,23.2
2021-06-27T07:00,23.6,70,17.7,918.4,0.1,100,20.5,308,23.6
2021-06-27T08:00,23.7,68,17.6,918.3,0,100,20,309,24.4
2021-06-27T09:00,23.9,67,17.4,917.6,0,100,18.4,310,24.8
2021-06-27T10:00,23.6,68,17.4,916.3,0,98,19.2,320,24.7
2021-06-27T11:00,23.5,69,17.4,915.9,0,87,17.4,320,24.7
2021-06-27T12:00,23.3,69,17.4,916.1,0,95,14,318,24.5
2021-06-27T13:00,22.8,72,17.5,916.6,0,80,9.7,315,24
2021-06-27T14:00,22.2,75,17.6,917.2,0,81,8.2,308,23.5
2021-06-27T15:00,21.8,78,17.8,917.6,0,77,8.9,302,23.1
2021-06-27T16:00,21.5,79,17.8,917.9,0,74,7.7,298,22.8
2021-06-27T17:00,21.3,81,17.9,918.1,0,63,6.8,288,22.6
2021-06-27T18:00,21,82,17.9,918.2,0,68,7.1,285,22.4
2021-06-27T19:00,20.9,85,18.3,917.8,0,67,6.5,276,22.2
2021-06-27T20:00,20.7,86,18.2,917.2,0,57,6.8,270,22.1
2021-06-27T21:00,20.4,87,18.2,916.2,0,46,7.6,275,21.9
2021-06-27T22:00,20,89,18.1,915.8,0,50,5.9,284,21.6
2021-06-27T23:00,19.6,91,18.1,915.2,0,67,7.2,273,21.3
2021-06-28T00:00,19.4,92,18.1,915.8,0,70,7.6,267,21.2
2021-06-28T01:00,19.4,92,18.1,916.7,0,75,7.6,267,21.1
2021-06-28T02:00,20.6,86,18.2,917.6,0,81,7.2,273,21.8
2021-06-28T03:00,22.3,76,17.8,918,0,86,6.8,273,23.3
2021-06-28T04:00,24,66,17.3,918.1,0,90,7.6,278,24.9
2021-06-28T05:00,25.6,59,17,918.4,0,99,8.8,282,26.8
2021-06-28T06:00,27.3,51,16.3,919,0,100,8.7,277,28.5
2021-06-28T07:00,26.4,55,16.6,918.1,0,100,8.3,275,28.1
2021-06-28T08:00,27.1,52,16.5,917.5,0,100,8.7,275,28.4
2021-06-28T09:00,27.2,51,16.2,916.5,0,100,9.2,281,28.1
2021-06-28T10:00,27.4,50,16.1,915.8,0,100,5.7,288,27.9
2021-06-28T11:00,27.3,50,16.1,915.5,0,100,5.4,262,27.6
2021-06-28T12:00,27.1,51,16.2,916.2,0,78,4.7,247,27
2021-06-28T13:00,26.1,56,16.6,916.1,0,26,4.1,225,26.3
2021-06-28T14:00,24.9,61,16.8,916.1,0,27,5.7,215,25.4
2021-06-28T15:00,24.1,64,17,916.7,0,34,6.6,221,24.8
2021-06-28T16:00,23.3,70,17.5,916.7,0,35,7.9,246,24.3
2021-06-28T17:00,22.4,77,18.1,917,0,26,9.3,254,23.8
2021-06-28T18:00,21.7,83,18.6,917,0,27,9.4,263,23.3
2021-06-28T19:00,21.4,82,18.2,916.8,0,33,7.6,270,23
2021-06-28T20:00,20.9,86,18.5,916.3,0,31,5.9,281,22.6
2021-06-28T21:00,20.3,90,18.6,916,0,31,5,300,22.3
2021-06-28T22:00,19.8,93,18.6,915.8,0,16,5.7,305,21.9
2021-06-28T23:00,19.5,95,18.6,915.8,0,14,5.3,298,21.6
2021-06-29T00:00,19,96,18.4,915.7,0,14,4,297,21.3
2021-06-29T01:00,18.9,96,18.3,916.1,0,16,4.1,308,21.2
2021-06-29T02:00,21.3,84,18.5,916.6,0,16,3.9,304,22.5
2021-06-29T03:00,23.8,70,17.9,917,0,21,4.2,290,24.6
2021-06-29T04:00,25.9,60,17.6,917.9,0,8,4.3,265,26.7
2021-06-29T05:00,27.5,54,17.5,918.2,0,0,5.4,228,28.9
2021-06-29T06:00,28.9,49,17.1,918.1,0,29,7.2,217,30.7
2021-06-29T07:00,29.6,47,17.1,917.3,0,40,7.9,223,32
2021-06-29T08:00,30.1,46,17.3,916.9,0,10,7.4,231,32.5
2021-06-29T09:00,30,46,17.3,916.3,0,19,7.6,239,32.8
2021-06-29T10:00,29.6,47,17.2,915.3,0,23,7.2,233,32.5
2021-06-29T11:00,29.1,48,17.1,915.3,0,25,7.9,231,31.6
2021-06-29T12:00,28.5,49,16.9,915.7,0,23,7.7,221,30.4
2021-06-29T13:00,27.6,53,17.1,915.8,0,34,4.5,209,29
2021-06-29T14:00,26.7,56,17.2,916.7,0,53,5.8,202,27.7
2021-06-29T15:00,25.8,60,17.5,916.8,0,60,5.5,203,26.8
2021-06-29T16:00,24.8,64,17.6,917.2,0,100,5.6,220,26.1
2021-06-29T17:00,24.3,67,17.8,917.3,0,100,6.9,223,25.6
2021-06-29T18:00,23.9,69,17.9,917.4,0,100,8.5,234,25.2
2021-06-29T19:00,23.9,68,17.7,917.4,0,100,8.9,243,25.1
2021-06-29T20:00,23.4,72,18.1,916.8,0,100,9,254,24.8
2021-06-29T21:00,22.9,76,18.5,916.4,0,56,9.1,263,24.5
2021-06-29T22:00,22.4,80,18.8,916,0,50,8.6,268,24.2
2021-06-29T23:00,21.7,85,19,916,0,54,8.3,265,23.8
2021-06-30T00:00,21.3,88,19.2,916.7,0,48,7,258,23.5
2021-06-30T01:00,21.2,89,19.4,917.3,0,52,7.1,255,23.3
2021-06-30T02:00,22.1,84,19.4,917.8,0,59,8.4,263,24
2021-06-30T03:00,24,74,19,918.1,0,35,7.9,270,25.6
2021-06-30T04:00,26.1,63,18.5,918.2,0,36,8,278,27.5
2021-06-30T05:00,27.8,56,18.1,917.9,0,31,8.4,280,29.4
2021-06-30T06:00,29.1,50,17.7,918.5,0,55,9.1,277,30.9
2021-06-30T07:00,29.6,49,17.6,917.5,0,46,9,272,32.1
2021-06-30T08:00,30,47,17.6,917.4,0,57,9.1,263,32.5
2021-06-30T09:00,30.1,47,17.5,916.7,0,61,9.5,259,32.5
2021-06-30T10:00,30.3,45,17.2,915.5,0,56,8.7,263,32.6
2021-06-30T11:00,30,46,17,915.6,0,50,9,265,31.9
2021-06-30T12:00,29.4,46,16.6,915.8,0,45,7.9,273,30.8
2021-06-30T13:00,28.6,49,16.7,916.1,0,54,5.1,262,29.5
2021-06-30T14:00,27.5,52,16.9,916.2,0,59,5.6,243,28.3
2021-06-30T15:00,26.5,56,17,916.3,0,76,5.8,240,27.4
2021-06-30T16:00,25.9,58,17.1,916.9,0,71,6.9,261,26.9
2021-06-30T17:00,25.2,62,17.5,917,0,62,9.1,277,26.4
2021-06-30T18:00,24.9,65,17.8,917.2,0,58,9.3,286,26
2021-06-30T19:00,24.4,67,17.9,916.8,0,28,7.4,284,25.6
2021-06-30T20:00,23.7,72,18.3,916.2,0,32,6.3,283,25.3
2021-06-30T21:00,23,77,18.6,915.7,0,38,6.3,283,24.8
2021-06-30T22:00,22.3,81,18.8,915.5,0,36,5.8,292,24.4
2021-06-30T23:00,21.9,83,19,915.5,0,38,5.8,270,24.2
2021-07-01T00:00,21.4,87,19.1,915.3,0,31,7.2,267,23.8
2021-07-01T01:00,21.2,89,19.3,915.8,0,32,9,265,23.6
2021-07-01T02:00,22.2,83,19.2,916.4,0,64,12.6,272,24.4
2021-07-01T03:00,23.7,75,18.9,916.7,0,81,12.7,277,25.7
2021-07-01T04:00,25.7,65,18.7,916.8,0,93,11.8,282,27.6
2021-07-01T05:00,27.6,57,18.3,917,0,52,9.8,278,29.7
2021-07-01T06:00,29,52,18.2,916.9,0,54,8.7,265,31.3
2021-07-01T07:00,28.9,54,18.5,916.5,0,59,9.1,252,32.2
2021-07-01T08:00,29.3,52,18.6,915.9,0,62,8.6,248,32.6
2021-07-01T09:00,29.3,52,18.5,915.3,0,81,7.6,251,32.4
2021-07-01T10:00,29.1,52,18.4,913.8,0,71,7.3,259,31.9
2021-07-01T11:00,28.8,53,18.2,913.9,0,61,9.7,248,31.2
2021-07-01T12:00,26.3,62,18.5,914.2,0.5,82,11.6,248,29.9
2021-07-01T13:00,24.3,75,19.7,915.2,1.3,100,10.9,236,28.4
2021-07-01T14:00,23.1,84,20.3,915.5,1.8,100,10.6,242,27
2021-07-01T15:00,22.3,90,20.6,915.9,1.5,56,8.8,261,26.1
2021-07-01T16:00,21.9,91,20.3,916.3,0.3,65,7.7,259,25.3
2021-07-01T17:00,21.5,94,20.5,917.2,0.7,69,9.2,239,24.8
2021-07-01T18:00,21.3,94,20.3,917.4,0.6,100,10.6,242,24.5
2021-07-01T19:00,21.1,93,19.8,917.4,1.2,100,10.9,243,24.2
2021-07-01T20:00,20.7,95,19.8,916.9,0.6,100,9.7,231,23.9
2021-07-01T21:00,20.5,97,20,916,0.3,100,10.6,252,23.7
2021-07-01T22:00,20.4,98,20,915.6,0.3,85,10,257,23.5
2021-07-01T23:00,20.4,98,20,915.2,0.2,100,11.9,267,23.3
2021-07-02T00:00,20.5,98,20.2,915.3,0.1,100,12.7,278,23.3
2021-07-02T01:00,20.6,98,20.3,915.5,0,100,11.5,284,23.3
2021-07-02T02:00,21.2,94,20.2,916.3,0,74,13.4,290,23.4
2021-07-02T03:00,22,88,19.8,916.2,0,80,13.7,284,23.7
2021-07-02T04:00,23.1,80,19.4,916.5,0,69,14.1,276,24.5
2021-07-02T05:00,24.9,70,19,916.9,0,84,13.3,270,26
2021-07-02T06:00,26.5,62,18.7,917.1,0,100,14.1,264,27.5
2021-07-02T07:00,27.9,55,18,916.5,0,93,15,259,28.7
2021-07-02T08:00,28.7,53,18.1,916.5,0,65,14.9,255,30
2021-07-02T09:00,29.1,52,18.2,916.5,0,56,15.3,255,30.8
2021-07-02T10:00,28.8,53,18.2,915.5,0,37,15.7,259,30.7
2021-07-02T11:00,27.6,57,18.3,915.3,0,59,15.5,267,30.1
2021-07-02T12:00,26.3,62,18.4,915.9,0.1,80,13.3,272,29
2021-07-02T13:00,24.3,75,19.7,917.1,1,80,8.7,277,27.6
2021-07-02T14:00,23.3,82,20.1,917.3,0.4,64,6.2,291,26.4
2021-07-02T15:00,23.2,82,20.1,917.6,0,53,5.5,302,25.5
2021-07-02T16:00,23.2,82,19.9,918,0,44,4.9,287,25.1
2021-07-02T17:00,23,81,19.7,918.4,0,45,5.1,278,24.7
2021-07-02T18:00,22.7,82,19.5,918.4,0,46,5.4,274,24.4
2021-07-02T19:00,22.3,83,19.3,918,0,46,6.5,276,24.1
2021-07-02T20:00,22,84,19.1,917.1,0,48,7.9,273,23.8
2021-07-02T21:00,21.6,85,19,916.1,0,44,9,268,23.6
2021-07-02T22:00,21.2,87,18.9,915.4,0,36,7.2,273,23.3
2021-07-02T23:00,20.7,89,18.9,915.6,0,30,5.4,274,23
2021-07-03T00:00,20.5,91,18.9,916.2,0,29,5.1,266,22.8
2021-07-03T01:00,20.4,91,19,916.8,0,31,7.6,251,22.7
2021-07-03T02:00,21.4,86,18.9,917.7,0,62,11.1,257,23.3
2021-07-03T03:00,22.9,77,18.6,918.1,0,70,12.3,267,24.3
2021-07-03T04:00,24.7,68,18.4,918.3,0,73,12.3,275,26
2021-07-03T05:00,26.3,61,18.2,918.1,0,69,11.5,290,27.8
2021-07-03T06:00,27.6,56,18,918.5,0,80,11.3,292,29.3
2021-07-03T07:00,28.2,55,18.4,917.9,0,71,11.9,284,30.3
2021-07-03T08:00,28.8,54,18.6,917.5,0,74,10.9,279,31
2021-07-03T09:00,29,53,18.5,916.7,0,99,11,281,31.4
2021-07-03T10:00,25.9,67,19.3,915.8,1.6,62,14,270,30.2
2021-07-03T11:00,24.9,74,19.9,915.4,0.9,45,9,272,29
2021-07-03T12:00,24.5,74,19.5,915.7,0,40,10.5,266,27.6
2021-07-03T13:00,24.1,76,19.5,916.8,0,58,8.2,255,26.5
2021-07-03T14:00,23.6,77,19.4,917,0,51,7,249,25.7
2021-07-03T15:00,23.3,79,19.4,917.2,0,45,7.6,262,25.2
2021-07-03T16:00,23,80,19.4,917.6,0,36,8.8,261,24.8
2021-07-03T17:00,22.4,83,19.4,917.7,0.2,45,9.8,264,24.4
2021-07-03T18:00,21.8,87,19.4,917.3,0.2,53,9.7,266,24
2021-07-03T19:00,22,83,19,917,0,63,9.4,270,23.7
2021-07-03T20:00,21.8,85,19.2,916.4,0,65,9,275,23.5
2021-07-03T21:00,21.6,87,19.3,916,0,56,9.1,277,23.4
2021-07-03T22:00,21.4,88,19.4,916,0,91,8.8,282,23.3
2021-07-03T23:00,21.2,89,19.3,916.2,0,83,9.3,283,23.1
2021-07-04T00:00,20.8,91,19.2,916.8,0,79,8.6,285,22.9
2021-07-04T01:00,20.7,91,19.2,917.3,0,63,8.6,285,22.8
2021-07-04T02:00,21.5,86,19.1,918,0,66,11,293,23.3
2021-07-04T03:00,23,77,18.6,918.4,0,66,13.4,301,24.4
2021-07-04T04:00,25.1,66,18.2,918.6,0,80,13.6,307,26.2
2021-07-04T05:00,26.6,60,18.1,918.8,0,67,12.1,300,27.7
2021-07-04T06:00,27.7,57,18.5,918.6,0,88,11.3,301,29.3
2021-07-04T07:00,28.4,55,18.4,918.1,0,92,10.8,307,30.4
2021-07-04T08:00,28.5,56,18.7,917.2,0,56,10.7,315,30.7
2021-07-04T09:00,28.7,56,19,916.4,0,41,9.7,329,31.1
2021-07-04T10:00,28.6,56,19,915.5,0,42,8.3,326,31
2021-07-04T11:00,27.3,59,18.7,914.7,0.6,77,9.7,315,30.2
2021-07-04T12:00,25,72,19.6,915.6,0.7,87,9.3,298,28.9
2021-07-04T13:00,23.4,86,20.9,915.9,1.4,60,7.6,273,27.3
2021-07-04T14:00,22.2,92,20.8,916.6,2.9,51,7.2,270,26
2021-07-04T15:00,21.6,93,20.5,917.3,1.4,77,6.5,267,25.1
2021-07-04T16:00,21.4,94,20.4,917.6,0.7,79,7.5,253,24.5
2021-07-04T17:00,21.3,95,20.5,917.7,0.7,100,7.3,250,24.2
2021-07-04T18:00,21.2,95,20.4,917.3,1,81,6.9,242,23.9
2021-07-04T19:00,20.7,97,20.2,917.2,0.9,84,6.1,225,23.7
2021-07-04T20:00,20.5,98,20.2,916.6,0.7,84,8,234,23.5
2021-07-04T21:00,20.5,98,20.1,916.1,0.5,79,9.7,248,23.3
2021-07-04T22:00,20.4,98,20.1,916.1,0.4,100,10.6,235,23.1
2021-07-04T23:00,20.3,98,20.1,916.1,0.3,100,9.4,238,23
2021-07-05T00:00,20.3,98,20,916.7,0.1,100,8,265,22.9
2021-07-05T01:00,20.3,98,20,916.6,0,100,9.2,291,22.8
2021-07-05T02:00,20.8,95,19.9,917.1,0,89,13.2,296,23
2021-07-05T03:00,22.1,85,19.4,917.3,0,86,14.4,307,23.5
2021-07-05T04:00,23.5,75,18.9,917.2,0,70,14.6,310,24.8
2021-07-05T05:00,25.4,67,18.8,917.3,0,46,14,305,26.6
2021-07-05T06:00,26.7,61,18.6,917,0,51,14.4,307,28
2021-07-05T07:00,28.2,57,18.8,916.5,0,43,14.6,310,29.7
2021-07-05T08:00,28.8,56,19,916.2,0,78,14.8,311,30.6
2021-07-05T09:00,28.4,57,19.2,915.6,0,65,14.3,309,30.6
2021-07-05T10:00,28.3,58,19.3,915,0,56,14,312,30.5
2021-07-05T11:00,27.5,61,19.2,914.9,0,56,11.8,310,29.8
2021-07-05T12:00,25.7,69,19.5,914.9,0.3,62,8.9,310,28.8
2021-07-05T13:00,25.1,72,19.8,915.1,0,56,5.9,317,27.5
2021-07-05T14:00,24.5,75,19.8,915.3,0,38,5.4,318,26.3
2021-07-05T15:00,23,79,19.3,915.8,0.4,31,5.1,321,25.4
2021-07-05T16:00,22.1,86,19.7,916.2,0.8,24,5.4,307,24.7
2021-07-05T17:00,21.7,90,19.9,916.5,0.6,18,6,303,24.3
2021-07-05T18:00,21.3,92,19.9,916.5,0,25,6.8,295,23.9
2021-07-05T19:00,22.1,81,18.6,916.3,0,38,7.2,288,23.5
2021-07-05T20:00,21.7,83,18.7,915.8,0,37,6.4,286,23.3
2021-07-05T21:00,21.3,86,18.8,915.3,0,46,6.8,288,23
2021-07-05T22:00,20.9,88,18.8,915.1,0,50,6.7,306,22.8
2021-07-05T23:00,20.5,91,18.9,915.1,0,61,6.9,317,22.6
2021-07-06T00:00,20.2,93,19,915.3,0,85,5.5,302,22.4
2021-07-06T01:00,20.2,94,19.1,915.5,0,72,7.2,297,22.4
2021-07-06T02:00,21.5,87,19.2,916.1,0,79,9.4,302,23.3
2021-07-06T03:00,23.2,78,19.1,916.3,0,65,8.7,300,24.5
2021-07-06T04:00,24.8,69,18.8,916.2,0,88,8,288,26.2
2021-07-06T05:00,26.2,63,18.5,916.4,0,74,7.6,267,27.7
2021-07-06T06:00,26.8,60,18.4,916.2,0,84,8.1,257,28.4
2021-07-06T07:00,27.5,59,18.8,915.7,0,62,8.7,253,30.1
2021-07-06T08:00,28,58,19,915.2,0,28,8.4,250,30.7
2021-07-06T09:00,28.7,57,19.4,914.7,0,35,7.1,255,31.3
2021-07-06T10:00,29.1,55,19.1,913.9,0,56,6.6,248,31.5
2021-07-06T11:00,28.8,56,19.2,913.7,0,68,5.5,247,30.9
2021-07-06T12:00,28,59,19.1,913.9,0,65,3.8,221,29.9
2021-07-06T13:00,26.3,67,19.6,914.2,0.2,46,3.2,180,28.6
2021-07-06T14:00,25.1,73,20,915.1,0.4,48,4,185,27.2
2021-07-06T15:00,23.7,82,20.5,915.7,1.4,83,3.9,248,26.2
2021-07-06T16:00,22.7,88,20.7,916.5,2,100,4,270,25.5
2021-07-06T17:00,22.3,90,20.7,916.6,1.3,38,2.5,278,25.1
2021-07-06T18:00,21.9,91,20.5,916.6,0.8,65,4.6,309,24.7
2021-07-06T19:00,21.6,91,20.2,916.4,0.1,60,4.9,306,24.2
2021-07-06T20:00,21.4,92,20.1,915.2,0,45,1.9,248,23.9
2021-07-06T21:00,21,94,20,914.7,0,41,4.6,288,23.6
2021-07-06T22:00,20.5,96,19.8,914.6,0,54,5.6,285,23.3
2021-07-06T23:00,20.3,96,19.7,914.7,0,50,5.1,266,23
2021-07-07T00:00,20.1,97,19.6,914.9,0,39,5.2,258,22.8
2021-07-07T01:00,20.3,97,19.7,915.1,0,37,6.1,270,22.8
2021-07-07T02:00,21.6,90,19.9,915.8,0,34,6.4,286,23.5
2021-07-07T03:00,23.2,81,19.9,915.6,0,59,8,288,24.6
2021-07-07T04:00,25.1,72,19.8,916.4,0,80,9.5,279,26.4
2021-07-07T05:00,26.5,67,20,917.2,0,94,9.7,270,27.9
2021-07-07T06:00,27,67,20.3,917.3,0,100,10.1,268,28.8
2021-07-07T07:00,26.8,68,20.3,916.6,0,100,9.7,268,29.2
2021-07-07T08:00,27.4,66,20.6,916.1,0,100,8,265,29.9
2021-07-07T09:00,27.9,65,20.7,915.2,0,76,7.4,256,30.7
2021-07-07T10:00,27.9,64,20.3,913.8,0,66,8.4,245,30.4
2021-07-07T11:00,27.5,61,19.4,914.2,2,81,11.5,238,29.7
2021-07-07T12:00,25.8,68,19.3,914.5,0.7,74,10.6,252,28.5
2021-07-07T13:00,24.2,76,19.8,915.1,0.2,65,8.8,258,27.1
2021-07-07T14:00,23.5,81,20,915.6,0,64,8.3,252,26.1
2021-07-07T15:00,23.1,84,20.2,916.3,0,64,7.6,265,25.5
2021-07-07T16:00,22.8,86,20.3,916.9,0,58,7,258,25
2021-07-07T17:00,22.5,87,20.3,917,0,45,8,260,24.7
2021-07-07T18:00,22.2,89,20.2,917.2,0,43,8.7,265,24.3
2021-07-07T19:00,22.2,85,19.6,916.6,0,24,8.6,270,24.1
